Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,"latitude, longitude",name,source,source_url
645,drowned,drowning or exhaustion related death,United,2006-09-16T00:00:00Z,2006,0,0,13,"drowned, 1 found, 12 missing after shipwreck 115 miles South West Malta way Italy (Sep 16, 2006). From Del Grande's data set (translated): Wreck between Tunisia and Lampedusa, 1 dead and 12 missing (Sep 17, 2006)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Sep 16, 2006",FE/LR/MM/NOB/Unipa,http://www.repubblica.it/2006/08/sezioni/cronaca/clandestini/nuovo-naufragio/nuovo-naufragio.html
646,drowned,drowning or exhaustion related death,United,2006-09-05T00:00:00Z,2006,0,0,11,"drowned, 3 found, 8 missing; shipwreck caused by overcrouding near Malta (M) coasts (Sep 5, 2006)",malta,35.937496,14.375416,"35.937496, 14.375416","Event at Malta on Sep 05, 2006",LR/Le Monde/GuidaS/MNS/Statewatch/Reu/FE/NOB/Unipa/IntHeraldTribune,
647,drowned,drowning or exhaustion related death,Del grande,2006-09-02T00:00:00Z,2006,0,0,1,"Found the body of a drowned man next to an abandoned boat on the beach in Teguise, Lanzarote, Canary Islands (Sep 3, 2006)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973","Event at Lanzarote on Sep 02, 2006",Lanzarote digital,http://www.lanzarotedigital.com/espanol/lanzarote/actualidad/noticias/2006/ln20060903193545.html
648,drowned,drowning or exhaustion related death,United,2006-08-28T00:00:00Z,2006,0,0,132,"drowned, 84 found, 48 missing, shipwreck near Mauritanian coast of  Nouakchott  (Aug 28, 2006). From Del Grande's data set (translated): Rises to 84 the number of bodies recovered on the coast of Mauritania after the wreck last week. On August 27, 15 bodies had been found. Another 50 people could be missing (Aug 30, 2006)",nouakchott,18.084061,-15.97842,"18.084061, -15.97842","Event at Nouakchott on Aug 28, 2006",EP/FE/NOB/News24/MNS/GuardianUn/daz/FR-BB/APDHA,http://www.elpais.es/articulo/espana/Mauritania/recupera/84/cadaveres/cayuco/naufrago/pasado/fin/semana/elpporesp/20060830elpepunac_3/Tes/
649,drowned,drowning or exhaustion related death,United,2006-08-19T00:00:00Z,2006,0,0,28,"drowned, 6 found, 22 missing; dinghy capsized near the coasts of Lampedusa (I) (Aug 19, 2006). From Del Grande's data set (translated): Shipwreck at 70km from Lampedusa: 10 bodies recovered, 19 people are still missing (Aug 20, 2006)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Aug 19, 2006",CDS/IM/MET/LR/FIEI/Statewatch/NOB/Newsaust,http://www.repubblica.it/2006/08/sezioni/cronaca/clandestini-lampedusa/clandestini-20-08/clandestini-20-08.html
650,drowned,drowning or exhaustion related death,United,2006-08-19T00:00:00Z,2006,0,0,1,"died after falling into the sea attempting to cross the Sicilian Channel (Aug 19, 2006). From Del Grande's data set (translated): A man falls into the water during the crossing of the Strait of Sicily and drowned (Aug 20, 2006)",sicily,37.599994,14.015356,"37.599994, 14.015356","Event at Sicily on Aug 19, 2006",Statewatch/FE/Unipa,http://www.repubblica.it/2006/08/sezioni/cronaca/clandestini-lampedusa/clandestini-20-08/clandestini-20-08.html
651,drowned,drowning or exhaustion related death,United,2006-08-18T00:00:00Z,2006,0,0,30,"drowned, bodies missing, boat sank off the coast of Lampedusa Island (I) (Aug 18, 2006)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Aug 18, 2006",PICUM/AFVIC,
652,drowned,drowning or exhaustion related death,United,2006-08-18T00:00:00Z,2006,0,0,50,"drowned, 12 found, 38 missing, boat collided with Navy ship near Lampedusa (I) (Aug 18, 2006). From Del Grande's data set (translated): It sinks off Lampedusa boat rammed into a wrong maneuver from the ship ""Minerva"" Navy came to the rescue. 10 bodies recovered, 40 missing, including 10 children (Aug 19, 2006)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Aug 18, 2006",ANSA/CDS/BBC/IM/Reu/GuardianUn/MNS/FE/LR/Statewatch/PICUM/AFVIC/IPL/NOB/FR-BB/Unipa/DS/ORF,http://www.repubblica.it/2006/08/sezioni/cronaca/clandestini-lampedusa/clandestini-lampedusa/clandestini-lampedusa.html
653,drowned,drowning or exhaustion related death,Del grande,2006-08-11T00:00:00Z,2006,0,0,2,"A rescue boat off the coast of Motril. Survivors speak of the dead 2 for two weeks adrift without an engine. 2 other guys would have drowned after he jumped into the sea from despair (Aug 12, 2006)","Motril, spain",36.748374,-3.516861,"36.748374, -3.516861","Event at Motril, Spain on Aug 11, 2006",Motril digital,http://motrildigital.blogspot.com/2006_08_01_motrildigital_archive.html
654,drowned,drowning or exhaustion related death,Del grande,2006-07-31T00:00:00Z,2006,0,0,28,"28 corpses discovered on the coast of Blibilat, 40 km north of El-Aaiun, drowned while trying to reach the Canary Islands (Aug 1, 2006)",aiun,27.153611,-13.203333,"27.153611, -13.203333","Event at Aiun on Jul 31, 2006",El Mundo,http://www.elmundo.es/elmundo/2006/08/01/espana/1154464419.html
655,drowned,drowning or exhaustion related death,United,2006-07-28T00:00:00Z,2006,0,0,17,"drowned after shipwreck near the coasts of Malta, Italian vassel rescued 12 survivors (Jul 28, 2006). From Del Grande's data set (translated): Rescued a ship off the coast of Malta, drifting from 6 days. According to survivors 17 people died in the crossing, including 8 children and 1 infant, their bodies were thrown overboard by his companions travel (Jul 29, 2006)",vassel,45.764898,3.309457,"45.764898, 3.309457","Event at Vassel on Jul 28, 2006",MNS/LR/FE/IPL/Statewatch/NOB/MM/Unipa,http://www.repubblica.it/2006/07/sezioni/cronaca/sbarchi-lampedusa2/malta-dispersi/malta-dispersi.html
656,drowned,drowning or exhaustion related death,United,2006-07-27T00:00:00Z,2006,0,0,34,"drowned:12 found, 22 missing shipwreck on Senegalesian waters on way to Spain  (Jul 27, 2006). From Del Grande's data set (translated): Shipwreck off Khoudos Daros, 12 dead and 22 missing (Aug 2, 2006)",senegal,14.497401,-14.452362,"14.497401, -14.452362","Event at Senegal on Jul 27, 2006",APDHA,http://listes.rezo.net/archives/migreurop/2006-08/msg00009.html
657,drowned,drowning or exhaustion related death,United,2006-07-27T00:00:00Z,2006,0,0,2,"drowned during rescue operation, boat was intercepted near Tenerife (E)  (Jul 27, 2006). From Del Grande's data set (translated): Intercepted a boat off the Canary Islands: during rescue 2 people drown, 2 more die on the ship rescue (Jul 28, 2006)",tenerife,28.291564,-16.62913,"28.291564, -16.62913","Event at Tenerife on Jul 27, 2006",MNS/ELM/FE/Statewatch/NOB/Pravda/APDHA/taz/jW,http://www.elmundo.es/elmundo/2006/07/28/espana/1154071470.html
658,drowned,drowning or exhaustion related death,United,2006-07-25T00:00:00Z,2006,0,0,17,"reportedly drowned,  all bodies missing, boat from Libya to Italy sank off Mahdia (TN) (Jul 25, 2006). From Del Grande's data set (translated): A boat sailed from Libya and live in Italy is shipwrecked off the coast of Mahdia. According to the 8 survivors of the victims are 17, all dispersed (Jul 26, 2006)",mahdia,35.502446,11.045721,"35.502446, 11.045721","Event at Mahdia on Jul 25, 2006",Statewatch/ELM/FE/Reu/IPL,http://www.elmundo.es/elmundo/2006/07/26/internacional/1153927040.html
659,drowned,drowning or exhaustion related death,United,2006-07-23T00:00:00Z,2006,0,0,3,"reportedly drowned, bodies found by coast guards on a beach in Gela (I) (Jul 23, 2006). From Del Grande's data set (translated): Recovered three bodies on the beach at Gela, near the mouth of the river Dile, perhaps drowned during a landing recent (Jul 24, 2006)",gela,37.074153,14.240354,"37.074153, 14.240354","Event at Gela on Jul 23, 2006",Statewatch/FE/CDS/IPL,http://www.corriere.it/Primo_Piano/Cronache/2006/07_Luglio/24/gela.shtml
660,drowned,drowning or exhaustion related death,United,2006-07-06T00:00:00Z,2006,0,0,9,"bodies found on the coasts of Canary Islands (E) (Jul 6, 2006)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on Jul 06, 2006",APDHA,
661,drowned,drowning or exhaustion related death,United,2006-07-02T00:00:00Z,2006,0,0,45,"drowned, 2 small boats capsised on way to Spain, one crashed with coast guard vessel (Jul 2, 2006)",Africa to Spain,35.010802,-7.514648,"35.010802, -7.514648","Event at Africa To Spain on Jul 02, 2006",MAG/NRC/IND/Statewatch/FE/ELM/NOB/APDHA/MNS/INDd,
662,drowned,drowning or exhaustion related death,United,2006-06-28T00:00:00Z,2006,0,0,16,"drowned, 3 found, 13 missing after shipwreck 200 km near El AaiÀôn (MA) way to E (Jun 28, 2006)","el ai'n, morocco",31.802985,-7.574833,"31.802985, -7.574833","Event at El Ai'N, Morocco on Jun 28, 2006",MNS/APDHA,
663,drowned,drowning or exhaustion related death,Del grande,2006-06-26T00:00:00Z,2006,0,0,16,"It is a boat capsized off the coast of Naila, 200 km from Laayoun, 16 drowned (Jun 27, 2006)",laayoun,27.153611,-13.203333,"27.153611, -13.203333","Event at Laayoun on Jun 26, 2006",Migreurop,http://listes.rezo.net/archives/migreurop/2006-06/msg00150.html
664,drowned,drowning or exhaustion related death,Del grande,2006-06-26T00:00:00Z,2006,0,0,3,"Unearthed from the fishermen's nets of Laayoun the remains of three migrants drowned en route to the Canary Islands, including the body of a three year old girl (Jun 27, 2006)",laayoun,27.153611,-13.203333,"27.153611, -13.203333","Event at Laayoun on Jun 26, 2006",El Mundo,http://www.elmundo.es/suplementos/cronica/2006/582/1166914811.html
665,drowned,drowning or exhaustion related death,United,2006-06-25T00:00:00Z,2006,0,0,5,"drowned after shipwreck, found by Turkish Coast Guard near Kusadasi (MA)  (Jun 25, 2006). From Del Grande's data set (translated): The Turkish Coast Guard recovers at sea off the coast of Kusadasi corpses of 5 people, including 3 children, drowned in a shipwreck (Jun 26, 2006)",sada,43.355524,-8.255738,"43.355524, -8.255738","Event at Sada on Jun 25, 2006",Statewatch/TP/NCAs,http://archive.turkishpress.com/news.asp?id=129775
666,drowned,drowning or exhaustion related death,United,2006-06-07T00:00:00Z,2006,0,0,1,"reportedly drowned, missing, fell from boat during repatriation leaving NL to Africa  (Jun 7, 2006)",africa,-8.783195,34.508523,"-8.783195, 34.508523","Event at Africa on Jun 07, 2006",VK,
667,drowned,drowning or exhaustion related death,United,2006-06-06T00:00:00Z,2006,0,0,3,"drowned,  on way Canary Islands (E), found by fishermen off Cape Bojard (MA) (Jun 6, 2006)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on Jun 06, 2006",MNS/PICUM/LV/ICARE/APDHA,
668,drowned,drowning or exhaustion related death,United,2006-06-05T00:00:00Z,2006,0,0,1,"drowned, after boat sank 2.5km of Island Samos (GR) sailing with 22  saved by vassel (Jun 5, 2006). From Del Grande's data set (translated): Shipwreck off the island of Samos, a child dies (Jun 7, 2006)",samos,37.743215,26.820351,"37.743215, 26.820351","Event at Samos on Jun 05, 2006",PICUM/KI/NCAs/Statewatch/MNS/FE/NOB/TP,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=70623
669,drowned,drowning or exhaustion related death,United,2006-05-09T00:00:00Z,2006,0,0,24,"drowned after their rubber boat broke up trying to reach Canary Islands (E) (May 9, 2006)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on May 09, 2006",APDHA/BBC/Guardianun/Aljazeera/PICUM/NOB/MNS/FE/ELM/jW,
670,drowned,drowning or exhaustion related death,United,2006-05-08T00:00:00Z,2006,0,0,2,"drowned, bodies found on the beach of Torretta Granitola near Mazara del Vallo (I) (May 8, 2006)",vallo,42.434479,9.137443,"42.434479, 9.137443","Event at Vallo on May 08, 2006",LR/FE,
671,drowned,drowning or exhaustion related death,United,2006-05-02T00:00:00Z,2006,0,0,9,"reportedly drowned, shipwreck off M on way to I, fled from Hal Far and Safi det.cr. (May 2, 2006)",safi,32.310059,-9.236617,"32.310059, -9.236617","Event at Safi on May 02, 2006",Statewatch/NOB/Unipa,
672,drowned,drowning or exhaustion related death,United,2006-05-02T00:00:00Z,2006,0,0,1,"drowned, shipwreck off Ahrax Point (M) on way to I, fled from Hal Far and Safi det.cr.  (May 2, 2006)",ahrax,35.976458,14.346722,"35.976458, 14.346722","Event at Ahrax on May 02, 2006",Statewatch/NOB,
673,drowned,drowning or exhaustion related death,United,2006-04-24T00:00:00Z,2006,0,0,25,"drowned after shipwreck near Kenitra (MA) trying to reach Spain (Apr 24, 2006). From Del Grande's data set (translated): Shipwreck a few hundred meters from the coast of Moulay Bousselham, near Kenitra. 25 migrants lost at sea (Apr 25, 2006)",kenitra,34.264061,-6.578296,"34.264061, -6.578296","Event at Kenitra on Apr 24, 2006",APDHA,http://www.paterasdelavida.com/novedades/2006/008.html
674,drowned,drowning or exhaustion related death,United,2006-04-11T00:00:00Z,2006,0,0,3,"drowned, missing, after boat carrying 29 sank off Turkey s West coast, way to Greece (Apr 11, 2006)",Turkey to Greece,38.652771,26.613007,"38.652771, 26.613007","Event at Turkey To Greece on Apr 11, 2006",TDN/FE/PR,
675,drowned,drowning or exhaustion related death,United,2006-04-05T00:00:00Z,2006,0,0,15,"drowned, 1 found, 14 missing after boat capsized 111 miles off Malta s coasts (Apr 5, 2006)",malta,35.937496,14.375416,"35.937496, 14.375416","Event at Malta on Apr 05, 2006",FE/Statewatch/NOB/Unipa,
676,drowned,drowning or exhaustion related death,United,2006-04-03T00:00:00Z,2006,0,0,34,"drowned in shipwreck on way from Mauritania to Canary Islands (E)  (Apr 3, 2006). From Del Grande's data set (translated): Shipwreck off the coast of the Canary Islands, 32 dead, had left from its shores (Apr 4, 2006)",canary,28.291564,-16.62913,"28.291564, -16.62913","Event at Canary on Apr 03, 2006",Statewatch/FE/ELM/NOB/APDHA,http://www.elmundo.es/elmundo/2006/04/02/sociedad/1144013316.html
677,drowned,drowning or exhaustion related death,United,2006-03-31T00:00:00Z,2006,0,0,1,"drowned while swimming to the island of Lesvos (GR), after boat sank 80m from coast (Mar 31, 2006)",lesvos,39.16408,26.372171,"39.16408, 26.372171","Event at Lesvos on Mar 31, 2006",NOB/MNS/Statewatch/KI/FE,
678,drowned,drowning or exhaustion related death,United,2006-03-14T00:00:00Z,2006,0,0,26,"drowned on way to Spain, bodies retrieved in the waters of Mauritania by Spanish ship (Mar 14, 2006). From Del Grande's data set (translated): The humanitarian ship Esperanza del Mar recovered 25 bodies and 120 km from Nouadhibou, another 50 people could be missing (Mar 18, 2006)",nouadhibou,20.942518,-17.036227,"20.942518, -17.036227","Event at Nouadhibou on Mar 14, 2006",MAG/Statewatch/FE/ELM/NOB/APDHA/VK,http://www.elpais.com/articulo/espana/Esperanza/Mar/desembarca/cuerpos/25/subsaharianos/elpepiesp/20060318elpepinac_4/Tes
679,drowned,drowning or exhaustion related death,United,2006-03-06T00:00:00Z,2006,0,0,30,"drowned, 26 found, 4 missing, shipwreck near El-Ayun (MA), way of Canary Isl. (E) (Mar 6, 2006)",ayun,27.153611,-13.203333,"27.153611, -13.203333","Event at Ayun on Mar 06, 2006",Vita/MNS/Picum/Statewatch/FE/ELM/IPL/NOB/AFVIC/APDHA/NYtimes/VK,
680,drowned,drowning or exhaustion related death,Del grande,2006-03-05T00:00:00Z,2006,0,0,45,"45 people drowned in two shipwrecks off the coast of Mauritania, were directed to the Canaries (Mar 6, 2006)",canaries,28.291564,-16.62913,"28.291564, -16.62913","Event at Canaries on Mar 05, 2006",El Mundo,http://www.elmundo.es/elmundo/2006/03/06/sociedad/1141664041.html
681,drowned,drowning or exhaustion related death,United,2006-03-05T00:00:00Z,2006,0,0,4,"drowned, bodies found off the coast of Ragusa (I) (Mar 5, 2006)",ragusa,36.926927,14.725513,"36.926927, 14.725513","Event at Ragusa on Mar 05, 2006",Statewatch/FE/NOB,
682,drowned,drowning or exhaustion related death,Del grande,2006-03-03T00:00:00Z,2006,0,0,1,"Young falls into the water and drowned a hundred meters from the beach of Tenerife in the Canary Islands (Mar 4, 2006)",tenerife,28.291564,-16.62913,"28.291564, -16.62913","Event at Tenerife on Mar 03, 2006",El Pais,http://www.elpais.com/articulo/espana/joven/inmigrante/muere/ahogado/metros/costa/Tenerife/elpepiesp/20060305elpepinac_24/Tes
683,drowned,drowning or exhaustion related death,Del grande,2006-02-18T00:00:00Z,2006,0,0,2,"Shipwreck near the island of Alboran, 2 drowned (Feb 19, 2006)",Alboran,35.950486,-3.035088,"35.950486, -3.035088","Event at Alboran on Feb 18, 2006",El Mundo,http://www.elmundo.es/elmundo/2006/02/19/sociedad/1140372778.html
684,drowned,drowning or exhaustion related death,United,2006-02-18T00:00:00Z,2006,0,0,2,"drowned, pantera with 24 passengers capsized off Island of Alboran/Almeria (E) (Feb 18, 2006)",almeria,36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria on Feb 18, 2006",MNS/Statewatch/APDHA/NOB,
685,drowned,drowning or exhaustion related death,United,2006-02-18T00:00:00Z,2006,0,0,12,"drowned, after boat of 32 left from Jbel Boudinar (MA) and capsised off Almeria (E) (Feb 18, 2006)",almeria,36.834047,-2.463714,"36.834047, -2.463714","Event at Almeria on Feb 18, 2006",AFVIC,
686,drowned,drowning or exhaustion related death,United,2006-02-18T00:00:00Z,2006,0,0,1,"drowned, dinghy carrying 6 Afghans sank off Chios (GR) on way from Turkey (Feb 18, 2006)",chios,38.370981,26.136346,"38.370981, 26.136346","Event at Chios on Feb 18, 2006",Statewatch/FE/KI,
687,drowned,drowning or exhaustion related death,United,2006-02-17T00:00:00Z,2006,0,0,9,"reportedly drowned, after shipwreck off the Libyan coast on way to Italy (Feb 17, 2006). From Del Grande's data set (translated): Shipwreck off the coast of Libya in a boat heading to Italy, 9 dead (Feb 18, 2006)",libyan,26.3351,17.228331,"26.3351, 17.228331","Event at Libyan on Feb 17, 2006",Statewatch,http://dea.ansa.it/
